Order ID,Amount,Profit,Quantity,Category,Sub-Category,PaymentMode
SI-25996,189,4,1,Clothing,Saree,Easypaisa
SI-25717,55,-33,2,Furniture,Chairs,Jazz Cash
SI-25865,85,-1,3,Clothing,Saree,Credit Card
SI-25959,252,56,2,Electronics,Phones,Easypaisa
SI-25855,197,73,1,Furniture,Bookcases,Jazz Cash
SI-25703,17,-3,2,Clothing,Stole,Easypaisa
SI-26049,100,28,2,Clothing,Hankerchief,Easypaisa
SI-25755,80,-19,5,Clothing,Stole,Easypaisa
SI-26070,75,29,1,Clothing,Trousers,Easypaisa
SI-25755,26,4,2,Clothing,Saree,Easypaisa
SI-26047,55,12,5,Clothing,Skirt,Jazz Cash
SI-25604,157,5,9,Clothing,Saree,Easypaisa
SI-25651,200,-60,4,Furniture,Bookcases,Easypaisa
SI-25983,230,5,2,Clothing,Saree,Easypaisa
SI-26056,213,-145,3,Furniture,Bookcases,Debit Card
SI-25940,55,4,2,Clothing,Stole,Jazz Cash
SI-25766,220,-19,2,Clothing,Saree,Debit Card
SI-25935,150,32,3,Clothing,Hankerchief,Jazz Cash
SI-25970,203,84,2,Electronics,Printers,Easypaisa
SI-26053,93,31,3,Electronics,Accessories,Easypaisa
SI-25947,290,35,6,Clothing,Hankerchief,Jazz Cash
SI-25856,48,6,1,Clothing,Saree,Jazz Cash
SI-26030,221,35,4,Electronics,Accessories,Debit Card
SI-26069,55,18,2,Clothing,Kurti,Jazz Cash
SI-25653,227,102,8,Electronics,Accessories,Debit Card
SI-25627,55,-39,4,Clothing,Stole,Jazz Cash
SI-25947,207,33,2,Electronics,Accessories,Easypaisa
SI-25801,64,6,4,Clothing,Saree,Jazz Cash
SI-25964,89,6,5,Clothing,Saree,Jazz Cash
SI-25950,54,27,2,Clothing,Stole,Jazz Cash
SI-25878,84,41,3,Clothing,T-shirt,Credit Card
SI-25773,209,-21,2,Electronics,Electronic Games,Easypaisa
SI-26081,79,33,4,Clothing,Stole,Easypaisa
SI-26027,54,8,4,Clothing,T-shirt,Jazz Cash
SI-25967,229,59,9,Clothing,Saree,Debit Card
SI-25901,158,38,3,Clothing,Hankerchief,Easypaisa
SI-25951,248,105,2,Electronics,Phones,Debit Card
SI-25853,199,6,2,Clothing,Saree,Easypaisa
SI-25923,253,-11,1,Clothing,Trousers,Debit Card
SI-25793,257,-252,4,Clothing,Saree,Debit Card
SI-26068,193,33,5,Electronics,Accessories,Jazz Cash
SI-26080,109,35,6,Clothing,T-shirt,Jazz Cash
SI-25843,214,30,3,Electronics,Accessories,Jazz Cash
SI-26002,141,7,7,Clothing,Saree,Jazz Cash
SI-25993,201,32,4,Furniture,Furnishings,Easypaisa
SI-26070,54,12,4,Clothing,Shirt,Jazz Cash
SI-25887,83,6,6,Clothing,Shirt,UPaisa
SI-25654,54,-3,3,Clothing,Saree,Jazz Cash
SI-25898,53,5,3,Clothing,T-shirt,Jazz Cash
SI-25664,258,-27,2,Electronics,Phones,Debit Card
SI-26012,199,8,2,Clothing,Saree,Jazz Cash
SI-25979,82,-27,3,Clothing,Kurti,UPaisa
SI-26054,139,36,3,Clothing,Stole,Jazz Cash
SI-25757,53,15,2,Clothing,Stole,Jazz Cash
SI-25623,53,1,4,Clothing,Stole,Jazz Cash
SI-25824,101,38,2,Furniture,Furnishings,Jazz Cash
SI-25754,262,215,2,Electronics,Printers,Debit Card
SI-25693,82,-39,5,Clothing,T-shirt,UPaisa
SI-25638,154,39,3,Clothing,Hankerchief,Jazz Cash
SI-25922,52,18,2,Clothing,Stole,Jazz Cash
SI-25919,1599,37,6,Electronics,Electronic Games,Easypaisa
SI-25989,338,41,7,Clothing,Hankerchief,Easypaisa
SI-25999,51,-49,2,Electronics,Electronic Games,Jazz Cash
SI-25661,224,-81,3,Furniture,Chairs,Jazz Cash
SI-26099,207,37,4,Clothing,Hankerchief,Jazz Cash
SI-25866,51,14,2,Clothing,Stole,Jazz Cash
SI-26098,82,8,3,Electronics,Accessories,UPaisa
SI-26062,50,-17,2,Clothing,Stole,Jazz Cash
SI-25761,263,-31,9,Electronics,Electronic Games,Debit Card
SI-25843,50,7,6,Clothing,Skirt,Jazz Cash
SI-25683,245,-3,4,Electronics,Phones,Easypaisa
SI-25959,82,24,6,Clothing,Hankerchief,UPaisa
SI-25787,229,-41,8,Electronics,Accessories,Jazz Cash
SI-25951,50,14,1,Electronics,Electronic Games,Jazz Cash
SI-26056,220,40,2,Electronics,Accessories,Jazz Cash
SI-25643,263,-63,2,Electronics,Electronic Games,Debit Card
SI-26093,81,-41,5,Clothing,Leggings,UPaisa
SI-25775,50,-17,2,Clothing,Stole,Jazz Cash
SI-26093,49,5,4,Clothing,Hankerchief,Jazz Cash
SI-25851,237,47,9,Clothing,T-shirt,Easypaisa
SI-25685,264,-30,3,Furniture,Furnishings,Debit Card
SI-25651,49,3,1,Clothing,Shirt,Jazz Cash
SI-25793,63,-24,6,Clothing,Kurti,Jazz Cash
SI-25708,81,-51,7,Clothing,Stole,UPaisa
SI-25847,264,71,10,Furniture,Furnishings,Debit Card
SI-25954,48,11,2,Clothing,Shirt,Jazz Cash
SI-25997,48,15,1,Clothing,Hankerchief,Jazz Cash
SI-25650,245,-78,2,Electronics,Printers,Easypaisa
SI-25883,146,42,5,Clothing,Hankerchief,Easypaisa
SI-25945,245,10,2,Furniture,Bookcases,Jazz Cash
SI-25981,245,91,2,Furniture,Bookcases,Easypaisa
SI-25862,80,3,3,Clothing,Stole,UPaisa
SI-25877,269,33,5,Furniture,Chairs,Debit Card
SI-26090,80,22,3,Clothing,Stole,UPaisa
SI-26050,284,44,6,Clothing,Hankerchief,Jazz Cash
SI-26072,313,44,3,Electronics,Electronic Games,Jazz Cash
SI-25916,80,-26,9,Clothing,Skirt,UPaisa
SI-25722,48,-8,8,Clothing,Stole,Jazz Cash
SI-25746,87,16,2,Clothing,Saree,Easypaisa
SI-25753,47,-114,5,Furniture,Furnishings,Jazz Cash
SI-25956,140,28,2,Electronics,Phones,Jazz Cash
SI-25996,47,1,2,Clothing,Stole,Jazz Cash
SI-25896,79,-2,2,Furniture,Furnishings,UPaisa
SI-25796,78,-64,7,Clothing,Stole,UPaisa
SI-25798,47,-3,2,Clothing,Stole,Jazz Cash
SI-26043,185,48,4,Clothing,Stole,Easypaisa
SI-26028,77,36,2,Clothing,Shirt,UPaisa
SI-25812,259,47,5,Clothing,Hankerchief,Easypaisa
SI-25605,75,0,7,Clothing,Saree,UPaisa
SI-25702,75,0,3,Clothing,Shirt,UPaisa
SI-25940,46,0,4,Clothing,Leggings,Jazz Cash
SI-26087,46,13,3,Clothing,Hankerchief,Jazz Cash
SI-25955,200,13,5,Electronics,Phones,Jazz Cash
SI-25626,46,-14,1,Electronics,Phones,Jazz Cash
SI-25811,126,52,4,Clothing,Hankerchief,Easypaisa
SI-25856,74,29,3,Clothing,Stole,UPaisa
SI-25628,45,13,4,Clothing,Skirt,Jazz Cash
SI-26016,74,9,3,Clothing,Shirt,Easypaisa
SI-25999,129,11,2,Electronics,Phones,Easypaisa
SI-26043,122,50,7,Clothing,Stole,Easypaisa
SI-25743,74,-51,3,Clothing,Stole,Easypaisa
SI-26014,278,39,5,Furniture,Chairs,Debit Card
SI-25876,282,14,4,Clothing,Trousers,Debit Card
SI-25785,45,0,2,Clothing,T-shirt,Jazz Cash
SI-25810,45,6,3,Clothing,Shirt,Jazz Cash
SI-25833,45,16,3,Clothing,Stole,Jazz Cash
SI-25931,73,-36,3,Furniture,Chairs,Easypaisa
SI-25852,45,12,4,Clothing,Hankerchief,Jazz Cash
SI-25738,72,-6,3,Clothing,Saree,Easypaisa
SI-25921,71,-44,5,Electronics,Accessories,Easypaisa
SI-25685,45,-2,4,Clothing,Shirt,Jazz Cash
SI-25996,286,140,6,Clothing,Shirt,Debit Card
SI-25663,294,138,2,Electronics,Printers,Debit Card
SI-25888,223,4,3,Electronics,Phones,Jazz Cash
SI-25677,20,-2,1,Electronics,Accessories,Easypaisa
SI-26045,302,75,6,Furniture,Furnishings,Debit Card
SI-26002,113,28,2,Clothing,Saree,Easypaisa
SI-25953,44,2,3,Clothing,Hankerchief,Jazz Cash
SI-25617,305,-270,5,Electronics,Electronic Games,Debit Card
SI-25702,306,-147,3,Clothing,Saree,Debit Card
SI-25799,70,-64,5,Clothing,Stole,Easypaisa
SI-25985,44,11,4,Clothing,Stole,Jazz Cash
SI-25952,44,14,3,Clothing,Hankerchief,Jazz Cash
SI-25754,319,312,5,Clothing,Saree,Debit Card
SI-25770,287,-280,12,Furniture,Chairs,Easypaisa
SI-25954,44,10,3,Clothing,Stole,Jazz Cash
SI-25657,288,-180,4,Furniture,Chairs,Jazz Cash
SI-25801,49,-31,2,Clothing,Stole,Jazz Cash
SI-26000,43,-10,4,Clothing,Skirt,Jazz Cash
SI-25897,43,5,3,Clothing,Stole,Jazz Cash
SI-25681,68,-27,3,Electronics,Accessories,Easypaisa
SI-25852,320,144,1,Electronics,Printers,Debit Card
SI-26067,67,2,4,Clothing,T-shirt,Easypaisa
SI-25601,66,-12,5,Clothing,Stole,Easypaisa
SI-25804,321,26,3,Electronics,Printers,Debit Card
SI-25751,43,-5,2,Clothing,Saree,Jazz Cash
SI-25630,114,-39,5,Clothing,Kurti,Jazz Cash
SI-25899,43,17,1,Clothing,Saree,Jazz Cash
SI-25751,43,21,3,Clothing,Shirt,Jazz Cash
SI-26081,637,50,5,Clothing,Saree,Jazz Cash
SI-25851,300,42,2,Electronics,Printers,Jazz Cash
SI-26036,341,44,7,Furniture,Furnishings,Easypaisa
SI-25704,102,0,3,Electronics,Phones,Jazz Cash
SI-25761,328,-15,3,Electronics,Electronic Games,Debit Card
SI-25978,341,160,7,Clothing,Stole,Debit Card
SI-26077,62,11,7,Clothing,Hankerchief,Easypaisa
SI-25981,42,13,3,Clothing,Leggings,Jazz Cash
SI-26043,62,28,5,Clothing,Hankerchief,Easypaisa
SI-25896,42,7,2,Clothing,Kurti,Jazz Cash
SI-25790,42,-3,1,Electronics,Electronic Games,Jazz Cash
SI-25789,313,-13,5,Furniture,Bookcases,Easypaisa
SI-26061,109,52,2,Clothing,Stole,Easypaisa
SI-25923,226,58,3,Electronics,Accessories,Jazz Cash
SI-25868,62,-1,1,Electronics,Phones,Easypaisa
SI-25777,61,-25,4,Electronics,Accessories,Easypaisa
SI-25999,222,74,5,Clothing,Hankerchief,Jazz Cash
SI-25854,342,-154,7,Furniture,Furnishings,Debit Card
SI-25667,344,-34,3,Clothing,Saree,Debit Card
SI-25829,345,38,7,Clothing,Hankerchief,Debit Card
SI-25705,46,0,2,Electronics,Electronic Games,Jazz Cash
SI-25843,255,74,5,Clothing,Hankerchief,Jazz Cash
SI-25958,360,32,3,Clothing,Saree,Easypaisa
SI-25893,372,59,3,Electronics,Printers,Easypaisa
SI-25855,61,30,2,Clothing,Hankerchief,Easypaisa
SI-25616,42,12,5,Clothing,Hankerchief,Jazz Cash
SI-25630,42,-26,2,Clothing,Kurti,Jazz Cash
SI-25936,61,25,4,Clothing,Saree,Easypaisa
SI-25830,41,11,6,Clothing,Hankerchief,Jazz Cash
SI-25930,40,13,3,Clothing,T-shirt,Jazz Cash
SI-25808,59,21,2,Clothing,Stole,Easypaisa
SI-25979,57,27,2,Clothing,Shirt,Easypaisa
SI-25687,17,6,1,Clothing,Stole,Easypaisa
SI-26087,40,10,2,Clothing,Stole,Jazz Cash
SI-25764,349,-24,2,Clothing,Saree,Debit Card
SI-25782,335,-22,7,Furniture,Chairs,Easypaisa
SI-25854,40,16,3,Clothing,Hankerchief,Jazz Cash
SI-26085,40,17,2,Clothing,Stole,Jazz Cash
SI-25630,40,-7,3,Clothing,Stole,Jazz Cash
SI-25999,352,74,8,Clothing,Stole,Debit Card
SI-25648,55,-26,4,Clothing,Saree,Easypaisa
SI-25952,352,18,5,Clothing,Trousers,Debit Card
SI-25710,53,-18,4,Clothing,T-shirt,Easypaisa
SI-25685,51,7,2,Furniture,Furnishings,Easypaisa
SI-25740,40,-37,3,Clothing,Stole,Jazz Cash
SI-25973,39,14,5,Clothing,Leggings,Jazz Cash
SI-25769,355,-4,2,Clothing,Saree,Debit Card
SI-25687,357,139,2,Clothing,Saree,Debit Card
SI-25603,38,18,1,Clothing,Kurti,Jazz Cash
SI-26050,38,9,2,Clothing,Stole,Jazz Cash
SI-25748,141,10,4,Clothing,Shirt,Easypaisa
SI-25833,36,4,9,Clothing,Hankerchief,Jazz Cash
SI-25930,351,-94,5,Electronics,Electronic Games,Jazz Cash
SI-26035,369,15,3,Electronics,Electronic Games,Debit Card
SI-25851,53,24,6,Clothing,Hankerchief,UPaisa
SI-25718,371,115,1,Furniture,Bookcases,Debit Card
SI-25898,499,33,4,Clothing,Saree,Jazz Cash
SI-25893,223,62,7,Clothing,Shirt,Jazz Cash
SI-25983,50,-4,6,Clothing,T-shirt,UPaisa
SI-26056,391,90,6,Electronics,Phones,Debit Card
SI-25715,416,137,3,Electronics,Phones,Debit Card
SI-25702,424,-17,9,Furniture,Chairs,Debit Card
SI-25618,362,127,1,Furniture,Bookcases,Jazz Cash
SI-25643,36,-7,1,Electronics,Electronic Games,Jazz Cash
SI-25961,34,-10,3,Clothing,Skirt,Jazz Cash
SI-25873,367,73,3,Electronics,Electronic Games,Easypaisa
SI-26053,425,208,7,Clothing,Saree,Debit Card
SI-25683,433,26,3,Electronics,Printers,Debit Card
SI-25718,460,31,3,Furniture,Bookcases,Debit Card
SI-25753,62,-56,5,Clothing,Kurti,Jazz Cash
SI-25852,50,16,1,Clothing,Stole,UPaisa
SI-25914,460,-143,3,Furniture,Chairs,Debit Card
SI-26083,34,3,3,Clothing,Saree,Jazz Cash
SI-25857,227,59,2,Furniture,Furnishings,Easypaisa
SI-25939,469,33,4,Electronics,Electronic Games,Debit Card
SI-25851,103,46,2,Clothing,Saree,Easypaisa
SI-25699,34,-13,5,Clothing,Leggings,Jazz Cash
SI-26078,137,63,3,Clothing,Stole,Jazz Cash
SI-26075,34,12,2,Clothing,Stole,Jazz Cash
SI-25956,474,56,4,Electronics,Phones,Debit Card
SI-25861,50,3,2,Clothing,Stole,UPaisa
SI-25777,69,-67,4,Clothing,Kurti,Easypaisa
SI-25634,389,-83,3,Furniture,Chairs,Easypaisa
SI-25753,77,-43,8,Clothing,Stole,Jazz Cash
SI-25687,51,21,3,Clothing,T-shirt,Jazz Cash
SI-25885,394,146,2,Furniture,Bookcases,Easypaisa
SI-25767,48,-22,2,Clothing,Saree,UPaisa
SI-25961,34,-12,5,Clothing,Leggings,Jazz Cash
SI-25923,484,28,3,Electronics,Printers,Debit Card
SI-25799,47,-27,4,Clothing,Saree,UPaisa
SI-25955,45,8,4,Clothing,Skirt,UPaisa
SI-26015,128,55,1,Clothing,Saree,Jazz Cash
SI-26051,669,74,5,Furniture,Bookcases,Jazz Cash
SI-25822,34,13,2,Clothing,Saree,Jazz Cash
SI-25989,44,14,3,Clothing,Hankerchief,Credit Card
SI-25910,33,1,2,Clothing,Shirt,Jazz Cash
SI-25956,33,10,3,Clothing,Hankerchief,Jazz Cash
SI-25986,487,-23,3,Electronics,Printers,Debit Card
SI-26098,497,179,3,Furniture,Chairs,Debit Card
SI-26061,508,203,2,Electronics,Accessories,Debit Card
SI-25954,524,-25,2,Electronics,Electronic Games,Debit Card
SI-26034,425,183,5,Electronics,Accessories,Easypaisa
SI-25909,168,56,3,Clothing,Saree,Jazz Cash
SI-25692,141,28,7,Furniture,Furnishings,Easypaisa
SI-25959,429,17,3,Furniture,Chairs,Easypaisa
SI-25745,44,-8,3,Clothing,Stole,Credit Card
SI-25689,149,136,3,Clothing,Stole,Easypaisa
SI-25786,44,-34,3,Clothing,Stole,Credit Card
SI-25897,33,10,3,Clothing,Hankerchief,Jazz Cash
SI-26056,33,9,2,Clothing,Hankerchief,Jazz Cash
SI-25855,442,31,2,Electronics,Electronic Games,Easypaisa
SI-25667,41,6,5,Clothing,Skirt,Credit Card
SI-25701,33,-12,5,Clothing,Hankerchief,Jazz Cash
SI-26046,32,3,8,Clothing,Hankerchief,Jazz Cash
SI-25676,32,6,3,Clothing,Shirt,Jazz Cash
SI-26045,179,77,1,Clothing,Saree,Easypaisa
SI-25889,31,10,1,Clothing,Kurti,Jazz Cash
SI-25900,140,68,5,Clothing,T-shirt,Jazz Cash
SI-25685,529,137,3,Electronics,Phones,Debit Card
SI-25622,534,0,3,Clothing,Saree,Debit Card
SI-25709,41,-6,1,Furniture,Chairs,Credit Card
SI-25798,379,63,2,Clothing,Saree,Jazz Cash
SI-25933,81,-44,3,Clothing,Stole,Jazz Cash
SI-25793,40,-33,5,Clothing,Hankerchief,Credit Card
SI-25951,40,18,1,Electronics,Accessories,Credit Card
SI-25656,534,0,3,Clothing,Saree,Debit Card
SI-26056,31,9,2,Clothing,Hankerchief,Jazz Cash
SI-25870,473,-113,9,Clothing,Hankerchief,Easypaisa
SI-25690,31,-10,3,Clothing,Skirt,Jazz Cash
SI-25702,31,-3,4,Clothing,Saree,Jazz Cash
SI-25752,91,15,6,Clothing,T-shirt,Easypaisa
SI-25781,30,-25,2,Clothing,T-shirt,Jazz Cash
SI-26038,30,6,1,Clothing,T-shirt,Jazz Cash
SI-25761,40,0,3,Clothing,Saree,Credit Card
SI-25751,534,5,2,Electronics,Electronic Games,Debit Card
SI-25750,539,-146,7,Furniture,Furnishings,Debit Card
SI-25726,490,-128,8,Furniture,Bookcases,Easypaisa
SI-26048,163,81,2,Electronics,Accessories,Jazz Cash
SI-26051,184,85,6,Clothing,T-shirt,Easypaisa
SI-25614,494,54,4,Furniture,Bookcases,Jazz Cash
SI-25907,30,11,5,Clothing,Hankerchief,Jazz Cash
SI-25789,30,0,1,Clothing,Kurti,Jazz Cash
SI-26097,39,-18,2,Clothing,Leggings,Credit Card
SI-25902,1700,85,3,Clothing,Trousers,Jazz Cash
SI-25657,332,-43,6,Electronics,Phones,Easypaisa
SI-25854,436,131,9,Clothing,Hankerchief,Easypaisa
SI-25610,30,-5,2,Furniture,Furnishings,Jazz Cash
SI-25733,30,-10,2,Clothing,Stole,Jazz Cash
SI-25798,38,-13,3,Clothing,Stole,Credit Card
SI-25803,511,194,3,Furniture,Chairs,Easypaisa
SI-25755,37,-53,3,Clothing,Saree,Credit Card
SI-25850,513,215,2,Electronics,Accessories,Jazz Cash
SI-25667,516,69,4,Furniture,Bookcases,Easypaisa
SI-25796,559,-19,2,Clothing,Trousers,Debit Card
SI-26013,29,-10,3,Clothing,Skirt,Jazz Cash
SI-25683,148,52,5,Clothing,Stole,Easypaisa
SI-26054,559,-174,2,Electronics,Electronic Games,Debit Card
SI-26010,527,26,3,Electronics,Electronic Games,Jazz Cash
SI-25979,560,44,3,Clothing,Saree,Debit Card
SI-25973,571,108,12,Clothing,Stole,Debit Card
SI-25975,29,2,3,Clothing,Skirt,Jazz Cash
SI-26010,29,3,2,Clothing,Stole,Jazz Cash
SI-25767,29,-3,3,Clothing,Saree,Jazz Cash
SI-25815,35,14,2,Clothing,Stole,Credit Card
SI-25853,579,139,3,Electronics,Printers,Debit Card
SI-25756,29,-24,4,Clothing,Leggings,Jazz Cash
SI-25755,593,213,4,Furniture,Bookcases,Debit Card
SI-25996,217,72,2,Furniture,Furnishings,Jazz Cash
SI-25619,353,90,8,Clothing,Saree,Jazz Cash
SI-26050,382,92,2,Electronics,Printers,Jazz Cash
SI-26000,597,93,4,Furniture,Chairs,Debit Card
SI-26058,212,97,7,Clothing,Hankerchief,Jazz Cash
SI-25856,689,90,5,Clothing,Saree,Jazz Cash
SI-26044,28,-10,3,Clothing,Skirt,Jazz Cash
SI-25654,34,12,3,Clothing,Hankerchief,Credit Card
SI-26051,600,-102,5,Electronics,Electronic Games,Debit Card
SI-25636,637,113,5,Clothing,Saree,Easypaisa
SI-25710,616,-69,7,Furniture,Furnishings,Debit Card
SI-25656,624,37,2,Electronics,Electronic Games,Debit Card
SI-25919,28,4,1,Clothing,T-shirt,Jazz Cash
SI-25781,584,-444,7,Electronics,Printers,Easypaisa
SI-25899,28,6,4,Clothing,Skirt,Jazz Cash
SI-26093,33,-1,1,Clothing,Saree,Credit Card
SI-25753,27,-20,2,Clothing,Hankerchief,Jazz Cash
SI-25858,27,5,2,Clothing,Skirt,Jazz Cash
SI-25762,27,4,3,Clothing,Skirt,Jazz Cash
SI-25625,635,-349,5,Clothing,Saree,Debit Card
SI-25857,598,166,4,Furniture,Bookcases,Easypaisa
SI-25919,636,-204,2,Electronics,Printers,Debit Card
SI-25864,27,9,2,Clothing,Hankerchief,Jazz Cash
SI-25698,27,-6,4,Clothing,Hankerchief,Jazz Cash
SI-25959,637,212,8,Electronics,Phones,Debit Card
SI-26073,290,110,9,Clothing,Stole,Easypaisa
SI-25649,27,-25,2,Clothing,Stole,Jazz Cash
SI-25806,632,-114,4,Furniture,Tables,Easypaisa
SI-25756,643,-45,2,Electronics,Printers,Debit Card
SI-26003,652,13,6,Furniture,Furnishings,Debit Card
SI-25752,33,-27,1,Furniture,Chairs,Credit Card
SI-25783,26,2,2,Clothing,Hankerchief,Jazz Cash
SI-25802,633,-633,11,Electronics,Accessories,Easypaisa
SI-25881,26,9,2,Clothing,Leggings,Jazz Cash
SI-25898,191,93,4,Clothing,Shirt,Easypaisa
SI-25696,887,80,3,Electronics,Printers,Easypaisa
SI-25826,637,261,2,Electronics,Printers,Jazz Cash
SI-25745,670,15,5,Furniture,Bookcases,Debit Card
SI-25943,26,7,4,Clothing,Hankerchief,Jazz Cash
SI-26051,676,195,5,Furniture,Bookcases,Debit Card
SI-25624,26,12,3,Clothing,Hankerchief,Jazz Cash
SI-25723,26,-24,1,Clothing,Stole,Jazz Cash
SI-26052,25,7,2,Clothing,Stole,Jazz Cash
SI-25603,24,-30,1,Furniture,Chairs,Jazz Cash
SI-25983,32,-12,1,Furniture,Chairs,Credit Card
SI-25650,31,-2,2,Clothing,Saree,Credit Card
SI-25656,651,169,5,Electronics,Printers,Jazz Cash
SI-26018,326,107,3,Furniture,Furnishings,Easypaisa
SI-25783,30,-6,2,Clothing,Hankerchief,Easypaisa
SI-25951,30,5,2,Clothing,Kurti,Easypaisa
SI-25974,662,240,2,Furniture,Bookcases,Jazz Cash
SI-25754,30,-23,2,Clothing,Saree,Easypaisa
SI-26073,29,9,3,Clothing,Saree,Easypaisa
SI-25796,28,1,1,Electronics,Accessories,Easypaisa
SI-25653,28,-3,2,Clothing,Saree,Easypaisa
SI-25884,24,2,4,Clothing,Hankerchief,Jazz Cash
SI-25650,28,-26,2,Clothing,Stole,Easypaisa
SI-26045,27,5,1,Clothing,Stole,Easypaisa
SI-25672,27,-15,1,Clothing,Stole,Easypaisa
SI-25949,24,11,3,Clothing,Hankerchief,Jazz Cash
SI-25733,23,-6,4,Clothing,Hankerchief,Jazz Cash
SI-25697,322,193,5,Electronics,Printers,Jazz Cash
SI-25893,688,-103,6,Electronics,Accessories,Debit Card
SI-25802,23,-3,1,Clothing,Shirt,Jazz Cash
SI-25961,26,3,3,Clothing,Skirt,Easypaisa
SI-25751,68,-56,2,Electronics,Phones,Jazz Cash
SI-25814,462,169,4,Clothing,Saree,Jazz Cash
SI-25702,941,203,3,Furniture,Tables,Easypaisa
SI-25896,23,4,2,Clothing,Skirt,Jazz Cash
SI-25969,720,43,2,Electronics,Printers,Easypaisa
SI-25778,724,-447,4,Electronics,Electronic Games,Easypaisa
SI-25859,724,253,2,Furniture,Bookcases,Easypaisa
SI-25810,26,10,4,Clothing,Hankerchief,Easypaisa
SI-25616,22,-2,3,Clothing,Hankerchief,Jazz Cash
SI-25633,711,-8,4,Clothing,Saree,Debit Card
SI-25753,107,31,5,Clothing,T-shirt,Jazz Cash
SI-25764,765,-153,2,Electronics,Phones,Debit Card
SI-25864,22,8,2,Clothing,Leggings,Jazz Cash
SI-25725,26,-5,2,Clothing,Stole,Easypaisa
SI-25858,22,8,3,Clothing,Hankerchief,Jazz Cash
SI-25817,743,89,5,Electronics,Printers,Easypaisa
SI-25703,22,-15,4,Clothing,Kurti,Jazz Cash
SI-25610,781,594,6,Electronics,Printers,Debit Card
SI-25652,25,-2,5,Clothing,Hankerchief,Easypaisa
SI-25891,25,2,2,Clothing,Hankerchief,Easypaisa
SI-25764,119,43,5,Clothing,T-shirt,Jazz Cash
SI-25664,785,52,2,Electronics,Phones,Debit Card
SI-25645,183,-66,5,Electronics,Phones,Easypaisa
SI-26008,22,4,1,Clothing,Stole,Jazz Cash
SI-26061,642,180,5,Clothing,Saree,Jazz Cash
SI-25781,767,-353,5,Clothing,Trousers,Jazz Cash
SI-25999,770,323,3,Electronics,Accessories,Jazz Cash
SI-25783,21,-17,3,Clothing,Shirt,Jazz Cash
SI-25800,21,-6,3,Clothing,Leggings,Jazz Cash
SI-26093,492,187,2,Electronics,Accessories,Easypaisa
SI-25638,816,-96,3,Electronics,Printers,Debit Card
SI-26026,25,2,3,Clothing,Kurti,Credit Card
SI-25902,802,120,7,Electronics,Accessories,Jazz Cash
SI-25968,811,154,7,Electronics,Accessories,Easypaisa
SI-26099,835,267,5,Electronics,Phones,Debit Card
SI-25699,21,-5,1,Electronics,Accessories,Jazz Cash
SI-26076,450,-190,4,Furniture,Bookcases,Jazz Cash
SI-25793,24,-1,4,Clothing,Skirt,Credit Card
SI-25671,832,0,3,Clothing,Trousers,Easypaisa
SI-26040,833,93,3,Clothing,Trousers,Easypaisa
SI-26059,20,6,1,Clothing,T-shirt,Jazz Cash
SI-25725,23,-5,7,Clothing,Hankerchief,Credit Card
SI-25855,550,-242,5,Furniture,Furnishings,Easypaisa
SI-25738,148,-91,2,Electronics,Phones,Jazz Cash
SI-25899,846,9,2,Furniture,Chairs,Debit Card
SI-25608,856,385,6,Electronics,Printers,Jazz Cash
SI-25904,871,131,2,Furniture,Bookcases,Easypaisa
SI-26056,19,-18,4,Clothing,Kurti,Jazz Cash
SI-25669,610,-66,2,Furniture,Tables,Jazz Cash
SI-25638,880,97,8,Furniture,Furnishings,Debit Card
SI-25953,22,-8,4,Clothing,Hankerchief,Credit Card
SI-25841,22,11,2,Clothing,Skirt,Credit Card
SI-26071,21,4,3,Clothing,Hankerchief,Credit Card
SI-25793,18,1,3,Clothing,Hankerchief,Jazz Cash
SI-25813,911,202,7,Furniture,Chairs,Jazz Cash
SI-26010,18,2,3,Clothing,Hankerchief,Jazz Cash
SI-25825,911,355,5,Electronics,Phones,Debit Card
SI-25630,143,-129,2,Electronics,Phones,Jazz Cash
SI-25986,918,22,9,Electronics,Electronic Games,Jazz Cash
SI-25650,925,-447,5,Electronics,Electronic Games,Jazz Cash
SI-26078,17,8,2,Clothing,Skirt,Jazz Cash
SI-25890,465,207,9,Clothing,Saree,Jazz Cash
SI-25691,17,-9,3,Clothing,Stole,Jazz Cash
SI-25952,935,114,4,Electronics,Electronic Games,Easypaisa
SI-25651,16,-10,2,Clothing,T-shirt,Jazz Cash
SI-25955,954,95,3,Electronics,Printers,Easypaisa
SI-25898,915,-99,3,Furniture,Tables,Debit Card
SI-25838,955,305,3,Electronics,Printers,Debit Card
SI-25797,976,293,4,Electronics,Accessories,Jazz Cash
SI-25738,1069,0,6,Clothing,Saree,UPaisa
SI-25661,19,-15,3,Clothing,Hankerchief,Credit Card
SI-25997,16,6,3,Clothing,Hankerchief,Jazz Cash
SI-25667,1030,206,8,Electronics,Printers,Easypaisa
SI-25753,620,82,6,Electronics,Accessories,Jazz Cash
SI-25848,16,8,2,Clothing,Hankerchief,Jazz Cash
SI-26097,19,8,2,Clothing,Hankerchief,Credit Card
SI-25633,249,-130,4,Electronics,Phones,Easypaisa
SI-25807,16,6,1,Clothing,Stole,Jazz Cash
SI-25752,1361,197,9,Furniture,Bookcases,Jazz Cash
SI-26052,15,1,1,Clothing,Shirt,Jazz Cash
